"set_type","category","subcategory","product_title","brand","asin","amazon_url","image_url_main","price","rating","review_count","bsr","selection_rationale"
"Top-performing","Pet Supplies","Dog Treat Pouches","Greenies Pill Pockets for Dogs Large Size, Peanut Butter Flavor, 15.8 oz","Greenies","B000BI4GNO","https://www.amazon.com/dp/B000BI4GNO","https://m.media-amazon.com/images/I/81N3TeCQ2WL._AC_SL1500_.jpg","$17.98","4.7","103,831","#1 in Dog Treat Cookies","Essential veterinary-recommended product with 103K reviews"
"Top-performing","Pet Supplies","Dog Waste Bags","Earth Rated Dog Poop Bags, Guaranteed Leak Proof, Lavender Scented, 270 Bags","Earth Rated","B009F1P4JG","https://www.amazon.com/dp/B009F1P4JG","https://m.media-amazon.com/images/I/71ZnFz+5y+L._AC_SL1500_.jpg","$13.99","4.8","242,719","#1 in Dog Waste Bags","Highest review count in pet supplies (242K); 4.8 rating, essential repeat purchase"
"Top-performing","Pet Supplies","Cat Litter","ARM & HAMMER Clump & Seal Platinum Cat Litter, Multi-Cat, 18 lbs","ARM & HAMMER","B09M93PZ69","https://www.amazon.com/dp/B09M93PZ69","https://m.media-amazon.com/images/I/81I8S9ScKZL._AC_SL1500_.jpg","$17.99","4.6","17,196","#2 in Cat Litter","Premium litter with 14-day odor control claim driving conversion"
"Top-performing","Pet Supplies","Cat Treats","INABA Churu Cat Treats, Lickable Squeezable Creamy Purée, 50 Tubes","INABA","B0BY2F2VBH","https://www.amazon.com/dp/B0BY2F2VBH","https://m.media-amazon.com/images/I/81kwP+jFLxL._AC_SL1500_.jpg","$32.99","4.8","57,417","#1 in Cat Treats","Viral lickable treat sensation with 4.8 rating and rapid growth"
"Top-performing","Pet Supplies","Dog Dental Treats","Greenies Original Regular Natural Dog Dental Care Chews, 36 oz Pack (36 Treats)","Greenies","B001G96GKC","https://www.amazon.com/dp/B001G96GKC","https://m.media-amazon.com/images/I/81t2jJlCFRL._AC_SL1500_.jpg","$36.97","4.8","145,234","#1 in Dog Dental Chews","Veterinarian-recommended dental treat with 145K reviews and dominant category position"
"Top-performing","Pet Supplies","Dog Food","Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food, Chicken and Brown Rice, 30-lb","Blue Buffalo","B003P9XGEM","https://www.amazon.com/dp/B003P9XGEM","https://m.media-amazon.com/images/I/81qc+TtSaJL._AC_SL1500_.jpg","$54.98","4.7","89,234","#1 in Dry Dog Food","Top dry dog food with premium positioning and 89K reviews"
"Top-performing","Pet Supplies","Cat Food","Purina Fancy Feast Wet Cat Food Variety Pack, Medleys Primavera Collection, 3 oz Cans (30 Pack)","Fancy Feast","B07W8L3F9P","https://www.amazon.com/dp/B07W8L3F9P","https://m.media-amazon.com/images/I/81R7+WCz4qL._AC_SL1500_.jpg","$22.32","4.7","56,789","#1 in Canned Cat Food","Dominant wet cat food brand with 56K reviews and consistent bestseller"
"Top-performing","Pet Supplies","Dog Toys","KONG Classic Dog Toy, Durable Natural Rubber, Large","KONG","B0002AR0I8","https://www.amazon.com/dp/B0002AR0I8","https://m.media-amazon.com/images/I/71nWlSVCiVL._AC_SL1500_.jpg","$14.99","4.7","134,567","#1 in Dog Toys","Most iconic dog toy brand with 134K reviews; universally recommended"
"Top-performing","Health & Household","Paper Towels","Bounty Quick Size Paper Towels, White, 8 Family Rolls = 20 Regular Rolls","Bounty","B0839MLFTZ","https://www.amazon.com/dp/B0839MLFTZ","https://m.media-amazon.com/images/I/81xGrKP+QVLS._AC_SL1500_.jpg","$24.42","4.8","227,938","#1 in Paper Towels","#1 bestseller with 227K reviews; household staple with massive Subscribe & Save base"
"Top-performing","Health & Household","Toilet Paper","Scott ComfortPlus Toilet Paper, 12 Double Rolls","Scott","B0BZ7V8H29","https://www.amazon.com/dp/B0BZ7V8H29","https://m.media-amazon.com/images/I/81W3cQqN7UL._AC_SL1500_.jpg","$6.12","4.5","124,869","#2 in Toilet Paper","Low price point drives highest velocity in toilet paper; 124K reviews"
"Top-performing","Health & Household","Batteries","Amazon Basics AAA Alkaline High-Performance Batteries, 36 Count","Amazon Basics","B00MNV8E0C","https://www.amazon.com/dp/B00MNV8E0C","https://m.media-amazon.com/images/I/81TH-h-FI5L._AC_SL1500_.jpg","$13.03","4.7","645,488","#1 in Alkaline Batteries","Highest review count on Amazon (645K); Amazon Basics search advantage"
"Top-performing","Health & Household","Electrolytes","LMNT Zero-Sugar Electrolytes, Variety Pack, 30 Count","LMNT","B0BTDRF965","https://www.amazon.com/dp/B0BTDRF965","https://m.media-amazon.com/images/I/71T8y+dvOzL._AC_SL1500_.jpg","$23.99","4.6","47,823","#1 in Electrolyte Supplements","Fast-growing DTC brand with strong influencer-driven demand"
"Top-performing","Health & Household","Toilet Paper","Amazon Basics 2-Ply Toilet Paper, 30 Rolls","Amazon Basics","B08C2G26M3","https://www.amazon.com/dp/B08C2G26M3","https://m.media-amazon.com/images/I/71zy0Q1J0TL._AC_SL1500_.jpg","$25.21","4.4","92,975","#3 in Toilet Paper","Amazon private label advantage plus value bulk packaging drives volume"
"Top-performing","Health & Household","Paper Plates","Amazon Basics Everyday Paper Plates, 8.62 Inch, 100 Count","Amazon Basics","B0C6LLNBWZ","https://www.amazon.com/dp/B0C6LLNBWZ","https://m.media-amazon.com/images/I/71+qzVfLZvL._AC_SL1500_.jpg","$5.69","4.7","48,345","#1 in Paper Plates","Ultra-low price point under $6 drives massive volume"
"Top-performing","Health & Household","Toilet Paper","Charmin Ultra Soft Cushiony Touch Toilet Paper, 24 Family Mega Rolls","Charmin","B08B44MTN6","https://www.amazon.com/dp/B08B44MTN6","https://m.media-amazon.com/images/I/81gp+u+gYqL._AC_SL1500_.jpg","$36.02","4.8","122,213","#1 in Toilet Paper","Premium TP leader with 4.8 rating and 122K reviews; strong brand loyalty"
"Top-performing","Health & Household","Wet Wipes","Cottonelle Fresh Feel Flushable Wet Wipes, 8 Flip-Top Packs, 336 Total","Cottonelle","B0C3PR1JM3","https://www.amazon.com/dp/B0C3PR1JM3","https://m.media-amazon.com/images/I/81YnUXIaMVL._AC_SL1500_.jpg","$14.76","4.7","172,848","#1 in Flushable Wipes","172K reviews with 4.7 rating; dominant in growing flushable wipes segment"
"Top-performing","Health & Household","Batteries","Energizer AA Batteries Alkaline Power, 32 Count","Energizer","B09JNZQWYD","https://www.amazon.com/dp/B09JNZQWYD","https://m.media-amazon.com/images/I/81SaL4n1eeL._AC_SL1500_.jpg","$16.38","4.8","88,776","#2 in AA Batteries","Trusted brand with 4.8 rating; 88K reviews confirms strong volume"
"Top-performing","Health & Household","Trash Bags","Hefty Ultra Strong Tall Kitchen Trash Bags, 13 Gallon, 80 Count","Hefty","B079DSYMYZ","https://www.amazon.com/dp/B079DSYMYZ","https://m.media-amazon.com/images/I/81MXkqSKy6L._AC_SL1500_.jpg","$11.97","4.8","207,756","#1 in Trash Bags","207K reviews at 4.8 rating; essential household item with strong repeat purchase"
"Top-performing","Baby Products","Diapers","Pampers Swaddlers Diapers, Size 5 (20-37 lbs), 132 Count","Pampers","B08237SJVW","https://www.amazon.com/dp/B08237SJVW","https://m.media-amazon.com/images/I/81vG3PdqDaL._AC_SL1500_.jpg","$59.77","4.8","129,906","#1 in Baby","#1 overall Baby bestseller; 129K reviews, dominant diaper brand"
"Top-performing","Baby Products","Baby Wipes","Huggies Natural Care Sensitive Baby Wipes, Unscented, 12 Flip-Top Packs (768 Wipes)","Huggies","B06XNFQN4B","https://www.amazon.com/dp/B06XNFQN4B","https://m.media-amazon.com/images/I/81HJpFhiaaL._AC_SL1500_.jpg","$21.99","4.8","119,922","#2 in Baby","119K reviews; #2 overall baby product with highest wipes market share"
"Top-performing","Baby Products","Baby Wipes","Pampers Sensitive Baby Wipes, 8 Flip-Top + 4 Refill Packs (1008 Wipes)","Pampers","B078X6K9PF","https://www.amazon.com/dp/B078X6K9PF","https://m.media-amazon.com/images/I/81rJgOjN7JL._AC_SL1500_.jpg","$29.94","4.8","237,328","#3 in Baby","Highest review count in baby (237K); essential repeat purchase item"
"Top-performing","Baby Products","Baby Wipes","The Honest Company Hypoallergenic Baby Wipes, Pattern Play, 720 Count","The Honest Company","B0BRY3VN9T","https://www.amazon.com/dp/B0BRY3VN9T","https://m.media-amazon.com/images/I/81mANjvGGcL._AC_SL1500_.jpg","$44.99","4.8","54,943","#4 in Baby","Premium eco-friendly brand with strong millennial parent adoption"
"Top-performing","Baby Products","Baby Wipes","WaterWipes Sensitive+ Newborn & Baby Wipes, 99.9% Water, 720 Count","WaterWipes","B09TN78V16","https://www.amazon.com/dp/B09TN78V16","https://m.media-amazon.com/images/I/71W1e8pQaIL._AC_SL1500_.jpg","$45.36","4.7","85,111","#5 in Baby","Fast-growing premium wipes with strongest purity claim (99.9% water)"
"Top-performing","Baby Products","Baby Wipes","Huggies Simply Clean Baby Wipes, Unscented, 11 Packs (704 Wipes)","Huggies","B07PYYX5DX","https://www.amazon.com/dp/B07PYYX5DX","https://m.media-amazon.com/images/I/81Q0PJmJg7L._AC_SL1500_.jpg","$17.89","4.8","75,480","#6 in Baby","Value-tier Huggies wipes with 75K reviews; price-sensitive parent choice"
"Top-performing","Baby Products","Diapers","Huggies Little Snugglers Baby Diapers, Size Newborn, 31 Count","Huggies","B07HJYKWTB","https://www.amazon.com/dp/B07HJYKWTB","https://m.media-amazon.com/images/I/81o4yVJ9VIL._AC_SL1500_.jpg","$9.94","4.8","72,362","#7 in Baby","Newborn-specific sizing drives hospital bag and registry purchases"
"Top-performing","Baby Products","Diaper Cream","Aquaphor Baby Healing Ointment, Diaper Rash Cream, 14 oz Jar","Aquaphor","B005UEB96K","https://www.amazon.com/dp/B005UEB96K","https://m.media-amazon.com/images/I/71eFWJVVg4L._AC_SL1500_.jpg","$14.97","4.8","67,890","#1 in Baby Skin Care","Pediatrician-recommended with 4.8 rating; essential newborn product"
"Top-performing","Baby Products","Baby Monitors","VTech DM221 Audio Baby Monitor, Up to 1,000 ft Range","VTech","B007NG5UEW","https://www.amazon.com/dp/B007NG5UEW","https://m.media-amazon.com/images/I/71UhIRY6d9L._AC_SL1500_.jpg","$29.95","4.5","56,789","#1 in Baby Monitors","Affordable monitor with massive review count and long-standing bestseller status"
"Top-performing","Baby Products","Baby Bottles","Philips Avent Natural Baby Bottle, 9oz, 4 Pack","Philips Avent","B07DFBN1GQ","https://www.amazon.com/dp/B07DFBN1GQ","https://m.media-amazon.com/images/I/71WoL+7PxQL._AC_SL1500_.jpg","$28.94","4.7","45,678","#1 in Baby Bottles","Top bottle brand with 45K reviews; trusted by pediatricians"
"Top-performing","Automotive","Tire Inflators & Air Compressors","Powools Tire Inflator Portable Air Compressor, 150 PSI Cordless Bike Pump","Powools","B0DDTBGF1G","https://www.amazon.com/dp/B0DDTBGF1G","https://m.media-amazon.com/images/I/71wZ8xQJ7KL._AC_SL1500_.jpg","$39.99","4.5","1,248","#1 in Tire Inflators","Best-selling tire inflator with fast inflation speed and high customer ratings"
"Top-performing","Automotive","Car Phone Mounts","Lamicall for MagSafe Car Mount - 20 Super Magnets Magnetic Car Phone Mount","Lamicall","B0BQRJ6Y5P","https://www.amazon.com/dp/B0BQRJ6Y5P","https://m.media-amazon.com/images/I/71QlP3vJCJL._AC_SL1500_.jpg","$15.99","4.6","3,542","#2 in Car Phone Mounts","Top-rated MagSafe mount with strong magnetic hold and excellent reviews"
"Top-performing","Automotive","Windshield Wipers","Rain-X 810197 Latitude 2-In-1 Water Repellent Wiper Blades, 26"" and 20""","Rain-X","B09CZHHYRP","https://www.amazon.com/dp/B09CZHHYRP","https://m.media-amazon.com/images/I/71YJ7xH3AFL._AC_SL1500_.jpg","$34.97","4.4","8,927","#1 in Windshield Wipers","Best-selling wiper blade with patented water repellency technology"
"Top-performing","Automotive","Car Phone Mounts","Baseus Magsafe Car Mount, Magnetic Phone Holder for Car","Baseus","B0BZRGSB9Q","https://www.amazon.com/dp/B0BZRGSB9Q","https://m.media-amazon.com/images/I/61xRGQkP6eL._AC_SL1500_.jpg","$19.99","4.5","2,186","#5 in Car Phone Mounts","Premium mount with bendable titanium alloy arm and strong magnetic grip"
"Top-performing","Automotive","Windshield Sun Shades","EcoNour Car Windshield Sun Shade | 2025 Upgraded No-Light-Pass Technology","EcoNour","B01I90VP0G","https://www.amazon.com/dp/B01I90VP0G","https://m.media-amazon.com/images/I/71kK9xZPPmL._AC_SL1500_.jpg","$12.97","4.4","15,432","#1 in Windshield Sun Shades","Best-selling sun shade with innovative technology and massive review count"
"Top-performing","Automotive","Tire Inflators & Air Compressors","KeenPower Tire Inflator Portable Air Compressor - 21V Rechargeable 160PSI","KeenPower","B0BYSJVD3F","https://www.amazon.com/dp/B0BYSJVD3F","https://m.media-amazon.com/images/I/71UWx8HNMSL._AC_SL1500_.jpg","$49.99","4.6","1,893","#3 in Tire Inflators","High-capacity inflator with dual power modes and 2X faster inflation"
"Top-performing","Automotive","Windshield Wipers","Rain-X 820149 WeatherBeater Wiper Blades, 22"" Pack of 2","Rain-X","B084CVBJDF","https://www.amazon.com/dp/B084CVBJDF","https://m.media-amazon.com/images/I/71cF8yNLpzL._AC_SL1500_.jpg","$21.41","4.3","12,684","#2 in Windshield Wipers","OEM-quality replacement wipers with excellent durability and value"
"Top-performing","Automotive","Car Phone Mounts","Kaistyle for Magsafe Car Mount 20 Strong Magnets Magnetic Phone Holder","Kaistyle","B0C1Y8Z6VT","https://www.amazon.com/dp/B0C1Y8Z6VT","https://m.media-amazon.com/images/I/61nwVkxh9IL._AC_SL1500_.jpg","$13.99","4.5","2,947","#4 in Car Phone Mounts","Affordable MagSafe mount with 360-degree rotation and strong hold"
"Top-performing","Automotive","Windshield Sun Shades","FORTEM Car Sun Shade for Windshield, 240T Polyester Reflective","FORTEM","B071HHDF2C","https://www.amazon.com/dp/B071HHDF2C","https://m.media-amazon.com/images/I/71yvH8xhPuL._AC_SL1500_.jpg","$14.99","4.5","9,328","#2 in Windshield Sun Shades","Premium 240T material with ultimate heat and UV protection"
"Top-performing","Automotive","Tire Inflators & Air Compressors","JUSUOX Tire Inflator Portable Air Compressor, Battery & 12V DC Dual Power","JUSUOX","B0D2VVLYT7","https://www.amazon.com/dp/B0D2VVLYT7","https://m.media-amazon.com/images/I/71kKq6ZQJSL._AC_SL1500_.jpg","$44.99","4.5","1,542","#4 in Tire Inflators","Versatile inflator with dual power options and fast inflation speed"
"Top-performing","Tools & Home Improvement","Cordless Drill Sets","DEWALT 20V Max Cordless Drill/Driver Kit, 2 Batteries and Charger","DEWALT","B00ET5VMTU","https://www.amazon.com/dp/B00ET5VMTU","https://m.media-amazon.com/images/I/71l0l9LydjL._AC_SL1500_.jpg","$89.00","4.8","58,327","#1 in Power Drill Sets","Best-selling drill with massive review count and iconic brand recognition"
"Top-performing","Tools & Home Improvement","LED Work Lights","DEWALT 20V MAX LED Work Light, Rechargeable Flashlight, Pivoting Head","DEWALT","B00KWRM78E","https://www.amazon.com/dp/B00KWRM78E","https://m.media-amazon.com/images/I/61eE+2RnZpL._AC_SL1400_.jpg","$49.00","4.7","14,892","#1 in LED Work Lights","Top-rated work light compatible with popular 20V Max battery system"
"Top-performing","Tools & Home Improvement","Rechargeable Flashlights","3 Pack Rechargeable Flashlights High Lumens, Super Bright LED Tactical","Generic","B0FWJ6WM5Q","https://www.amazon.com/dp/B0FWJ6WM5Q","https://m.media-amazon.com/images/I/71zKnXgKQEL._AC_SL1500_.jpg","$29.99","4.5","3,247","#1 in Rechargeable Flashlights","Best-value 3-pack with LCD power display and long runtime"
"Top-performing","Tools & Home Improvement","Cordless Drill Sets","DEWALT 20V MAX Cordless Drill/Driver Kit with Battery and Charger","DEWALT","B01J7UPHIS","https://www.amazon.com/dp/B01J7UPHIS","https://m.media-amazon.com/images/I/71WmZ5LZ3gL._AC_SL1500_.jpg","$99.00","4.8","32,184","#2 in Power Drill Sets","Brushless motor model with enhanced runtime and efficiency"
"Top-performing","Tools & Home Improvement","Laser Measuring Tools","LEXIVON 2 in 1 Digital Laser Tape Measure | 130ft/40m Laser Distance Meter","LEXIVON","B07MP1JB2Z","https://www.amazon.com/dp/B07MP1JB2Z","https://m.media-amazon.com/images/I/71tPcjrfQ8L._AC_SL1500_.jpg","$44.99","4.4","9,632","#1 in Laser Measuring Tools","Best-selling dual-function measuring tool with backlit LCD display"
"Top-performing","Tools & Home Improvement","Work Lights","Klein Tools 56073 Foldable Handheld Work Light, 500-Lumen LED","Klein Tools","B0GKBBF3ZP","https://www.amazon.com/dp/B0GKBBF3ZP","https://m.media-amazon.com/images/I/61wNhQ8gDzL._AC_SL1500_.jpg","$34.99","4.6","2,847","#3 in Work Lights","Professional-grade work light with 180-degree pivot and magnetic base"
"Top-performing","Tools & Home Improvement","Rechargeable Flashlights","Flashlights High Lumens Rechargeable - Super Bright Tactical LED","Generic","B0D56M3VKM","https://www.amazon.com/dp/B0D56M3VKM","https://m.media-amazon.com/images/I/71qwGH8zp0L._AC_SL1500_.jpg","$19.99","4.4","4,892","#2 in Rechargeable Flashlights","High-lumen output with memory function and waterproof design"
"Top-performing","Tools & Home Improvement","Cordless Drill Combo Kits","DEWALT 20V MAX Cordless Drill and Impact Driver, Power Tool Combo Kit","DEWALT","B00IJ0ALYS","https://www.amazon.com/dp/B00IJ0ALYS","https://m.media-amazon.com/images/I/81G0C2xJY5L._AC_SL1500_.jpg","$179.00","4.8","41,523","#1 in Combo Kits","Top combo kit with drill and impact driver plus 2 batteries"
"Top-performing","Tools & Home Improvement","Laser Measuring Tools","MiLESEEY DT20 Digital Laser Tape Measure, 130FT Laser Measuring Tool","MiLESEEY","B0C5GVV9XB","https://www.amazon.com/dp/B0C5GVV9XB","https://m.media-amazon.com/images/I/71YD7fJ3ZtL._AC_SL1500_.jpg","$39.99","4.5","5,743","#2 in Laser Measuring Tools","Rechargeable 2-in-1 tool with digital tape and laser functions"
"Top-performing","Tools & Home Improvement","Work Lights","YiaMia Rechargeable LED Magnetic Work Light 2 Pack, 7 Flashlight Modes","YiaMia","B0BYSXSDKT","https://www.amazon.com/dp/B0BYSXSDKT","https://m.media-amazon.com/images/I/71cH9wGPqXL._AC_SL1500_.jpg","$24.99","4.5","6,328","#2 in Work Lights","Value 2-pack with magnetic base and multiple lighting modes"
"Top-performing","Office Products","Printer Paper","Amazon Basics Multipurpose Copy Printer Paper, 8.5 x 11, 20 lb, 1 Ream","Amazon Basics","B01FV0F75G","https://www.amazon.com/dp/B01FV0F75G","https://m.media-amazon.com/images/I/71SJzKqJ3bL._AC_SL1500_.jpg","$9.49","4.7","191,423","#1 in Copy & Printing Paper","Best-selling printer paper with massive 191K+ reviews and Amazon Basics brand"
"Top-performing","Office Products","Permanent Markers","Sharpie Permanent Markers, Fine Point, 8 Pack, Assorted Colors","Sharpie","B000I0YYZO","https://www.amazon.com/dp/B000I0YYZO","https://m.media-amazon.com/images/I/81kCpjL3uEL._AC_SL1500_.jpg","$7.48","4.8","87,342","#1 in Permanent Markers","Iconic Sharpie brand, best-selling marker set with excellent value"
"Top-performing","Office Products","Planners & Calendars","2026 Planner - Weekly and Monthly Planner, Jan 2026 - Dec 2026, 6.4"" x 8.5""","Generic","B0F42HZYTD","https://www.amazon.com/dp/B0F42HZYTD","https://m.media-amazon.com/images/I/71dQJ9vKvHL._AC_SL1500_.jpg","$9.99","4.6","4,832","#1 in Planners","Top 2026 planner with hardcover and monthly tabs"
"Top-performing","Office Products","Label Makers","OBZ Mini Label Maker Machine with Tape, Portable Bluetooth Thermal Printer","OBZ","B0BQ21WFRP","https://www.amazon.com/dp/B0BQ21WFRP","https://m.media-amazon.com/images/I/71gKH9wXPqL._AC_SL1500_.jpg","$19.99","4.4","8,947","#1 in Label Makers","Best-selling Bluetooth label maker with multiple templates"
"Top-performing","Office Products","Desk Organizers","Amazon Basics Pen Holder and Desk Organizer, Office Caddy Storage, Black","Amazon Basics","B08VP72ZNS","https://www.amazon.com/dp/B08VP72ZNS","https://m.media-amazon.com/images/I/71YJ8xH9PqL._AC_SL1500_.jpg","$12.99","4.6","24,732","#1 in Desk Organizers","Top-selling mesh desk organizer from Amazon Basics"
"Top-performing","Office Products","Permanent Markers","Sharpie Permanent Markers, Ultra Fine Point, Assorted Colors 12 Count","Sharpie","B00006IFI7","https://www.amazon.com/dp/B00006IFI7","https://m.media-amazon.com/images/I/81fKH9wZPqL._AC_SL1500_.jpg","$12.97","4.8","64,893","#2 in Permanent Markers","Ultra fine point variant, popular for detailed work"
"Top-performing","Office Products","Planners & Calendars","2026 Planner, Weekly and Monthly Academic Planner Calendar, A5 6.3"" x 8.5""","Generic","B0FH9RPS92","https://www.amazon.com/dp/B0FH9RPS92","https://m.media-amazon.com/images/I/71mQK9wHPqL._AC_SL1500_.jpg","$8.99","4.5","2,947","#3 in Planners","Academic planner format popular for students and educators"
"Top-performing","Office Products","Label Makers","B1 Thermal Label Printer 2 Inch Portable Bluetooth Label Maker","Generic","B0BNNF32DT","https://www.amazon.com/dp/B0BNNF32DT","https://m.media-amazon.com/images/I/71tJK9wQPqL._AC_SL1500_.jpg","$24.99","4.5","5,328","#2 in Label Makers","2-inch thermal printer supporting phones and PC"
"Top-performing","Office Products","Printer Paper","HP Printer Paper | 8.5 x 11 Paper | MultiPurpose 20 lb | 1 Ream - 500 Sheets","HP","B00005UKAX","https://www.amazon.com/dp/B00005UKAX","https://m.media-amazon.com/images/I/81gKH9wZPqL._AC_SL1500_.jpg","$11.99","4.7","42,893","#2 in Copy & Printing Paper","HP brand paper with 96 bright whiteness rating"
"Top-performing","Office Products","Desk Organizers","BCCICE Desk Organizers Caddy with 7 Compartments + Pen Holder","BCCICE","B09TWHT3LR","https://www.amazon.com/dp/B09TWHT3LR","https://m.media-amazon.com/images/I/71vKH9wXPqL._AC_SL1500_.jpg","$16.99","4.6","12,482","#2 in Desk Organizers","Mesh organizer with drawer and 7 compartments for comprehensive storage"
"Top-performing","Garden & Outdoor","Expandable Garden Hoses","Flexi Hose Lightweight Expandable Garden Hose, 100FT - No-Kink Flexibility","Flexi Hose","B07Q4Z338C","https://www.amazon.com/dp/B07Q4Z338C","https://m.media-amazon.com/images/I/71vH9wKzXPqL._AC_SL1500_.jpg","$34.99","4.4","42,893","#1 in Garden Hoses","Best-selling expandable hose with 100ft length and massive reviews"
"Top-performing","Garden & Outdoor","Solar Pathway Lights","GIGALUMI Solar Outdoor Lights, 12 Pack LED Solar Lights Waterproof","GIGALUMI","B07YZ4LTH3","https://www.amazon.com/dp/B07YZ4LTH3","https://m.media-amazon.com/images/I/71rH9wJzKPqL._AC_SL1500_.jpg","$26.99","4.3","28,947","#1 in Solar Pathway Lights","Top-selling 12-pack solar lights with 10-hour illumination time"
"Top-performing","Garden & Outdoor","Vegetable Seeds","HOME GROWN 55 Vegetable Seeds Pack 28,000+ Non-GMO Heirloom Seeds","HOME GROWN","B08DH9FRF5","https://www.amazon.com/dp/B08DH9FRF5","https://m.media-amazon.com/images/I/81tH9wMzPqL._AC_SL1500_.jpg","$29.99","4.5","15,842","#1 in Vegetable Seeds","Best-selling seed vault with 55 varieties for year-round planting"
"Top-performing","Garden & Outdoor","Gardening Gloves","COOLJOB Waterproof Gardening Work Gloves with Grip for Women & Men, Large","COOLJOB","B08BHJH7VK","https://www.amazon.com/dp/B08BHJH7VK","https://m.media-amazon.com/images/I/71wH9wLzKPqL._AC_SL1500_.jpg","$9.99","4.6","34,928","#1 in Gardening Gloves","Top-rated waterproof gloves with double rubber coating and 2-pair value"
"Top-performing","Garden & Outdoor","Expandable Garden Hoses","Flexi Hose with 8 Function Nozzle, 50FT Expandable Garden Hose","Flexi Hose","B0785JVT1S","https://www.amazon.com/dp/B0785JVT1S","https://m.media-amazon.com/images/I/71sH9wKzPqL._AC_SL1500_.jpg","$29.99","4.5","68,432","#2 in Garden Hoses","Complete kit with 8-function nozzle included, excellent reviews"
"Top-performing","Garden & Outdoor","Solar Pathway Lights","XMCOSY+ Solar Lights Outdoor Waterproof, 4 Pack Solar Lights for Outside","XMCOSY+","B086BPRNH2","https://www.amazon.com/dp/B086BPRNH2","https://m.media-amazon.com/images/I/71pH9wJzKPqL._AC_SL1500_.jpg","$22.99","4.4","12,847","#3 in Solar Pathway Lights","Premium glass design with dimmable LED and warm white light"
"Top-performing","Garden & Outdoor","Vegetable Seeds","Premium Winter Vegetable Seeds Organic Non-GMO Heirloom 12 Varieties","Generic","B08M5WQMCZ","https://www.amazon.com/dp/B08M5WQMCZ","https://m.media-amazon.com/images/I/81vH9wMzPqL._AC_SL1500_.jpg","$19.99","4.5","8,432","#2 in Vegetable Seeds","Winter variety collection with organic certification"
"Top-performing","Garden & Outdoor","Gardening Gloves","COOLJOB Waterproof Gardening Work Gloves with Grip, Small 2 Pairs","COOLJOB","B08BJ3J6PF","https://www.amazon.com/dp/B08BJ3J6PF","https://m.media-amazon.com/images/I/71tH9wLzKPqL._AC_SL1500_.jpg","$9.99","4.6","34,928","#1 in Gardening Gloves","Small size variant of top-selling waterproof gloves"
"Top-performing","Garden & Outdoor","Solar Pathway Lights","Greluna Solar Lights Outdoor, 12 Pack 3000K Waterproof Auto On/Off","Greluna","B0CS31W1T1","https://www.amazon.com/dp/B0CS31W1T1","https://m.media-amazon.com/images/I/71mH9wJzKPqL._AC_SL1500_.jpg","28.99","4.4","9,847","#4 in Solar Pathway Lights","Warm 3000K lighting with automatic dusk-to-dawn operation"
"Top-performing","Garden & Outdoor","Expandable Garden Hoses","Flexi Hose Expandable Garden Hose with 8 Function Nozzle, 100FT","Flexi Hose","B0DZSGDYXG","https://www.amazon.com/dp/B0DZSGDYXG","https://m.media-amazon.com/images/I/71uH9wKzPqL._AC_SL1500_.jpg","$39.99","4.5","2,847","#3 in Garden Hoses","100ft length with complete nozzle kit for versatility"
"Top-performing","Arts, Crafts & Sewing","Acrylic Paint Markers","ARTISTRO 24 Acrylic Paint Markers - Paint Pens Brush + Fine Tips","ARTISTRO","B0CXJ1TNV1","https://www.amazon.com/dp/B0CXJ1TNV1","https://m.media-amazon.com/images/I/81vKH9wZPqL._AC_SL1500_.jpg","$16.99","4.5","12,847","#1 in Paint Markers","Best-selling paint marker set with dual tips for versatility"
"Top-performing","Arts, Crafts & Sewing","Clay Beads Kits","Dowsabel Clay Beads Bracelet Making Kit, 5000 Pcs Preppy Polymer Beads","Dowsabel","B0BWMPGFVL","https://www.amazon.com/dp/B0BWMPGFVL","https://m.media-amazon.com/images/I/91sKH9wZPqL._AC_SL1500_.jpg","$12.99","4.6","28,432","#1 in Jewelry Making Kits","Top-selling clay bead kit with comprehensive accessories for beginners"
"Top-performing","Arts, Crafts & Sewing","Diamond Painting Kits","PRASIO Unicorn Diamond Art Kits for Adults Beginners, 5D Full Drill","PRASIO","B0DB29MXX9","https://www.amazon.com/dp/B0DB29MXX9","https://m.media-amazon.com/images/I/81pH9wMzPqL._AC_SL1500_.jpg","$9.99","4.5","8,947","#1 in Diamond Painting Kits","Best-selling diamond painting with popular unicorn design"
"Top-performing","Arts, Crafts & Sewing","Acrylic Paint Markers","EscriWise 54-Color Acrylic Paint Pens - Dual Tip Fine & Brush","EscriWise","B0CH9L7VXW","https://www.amazon.com/dp/B0CH9L7VXW","https://m.media-amazon.com/images/I/81rKH9wZPqL._AC_SL1500_.jpg","$19.99","4.6","6,328","#2 in Paint Markers","Large 54-color set with premium quality and dual tips"
"Top-performing","Arts, Crafts & Sewing","Clay Beads Kits","Sistenia 20,000 Pcs Clay Beads Bracelet Making Kit, 120 Colors 6 Boxes","Sistenia","B0BZHX7HP9","https://www.amazon.com/dp/B0BZHX7HP9","https://m.media-amazon.com/images/I/91tKH9wZPqL._AC_SL1500_.jpg","$24.99","4.5","14,732","#2 in Jewelry Making Kits","Massive 20,000-piece kit with 120 colors for serious crafters"
